Date,Price,volume,price_eth
2020-02-03 00:00:00+00:00,9329.09267245,30859485613.0,188.52494416
2020-02-03 00:15:00+00:00,9347.24125076,31039064985.0,189.55446909
2020-02-03 00:30:00+00:00,9379.75399966,31210664437.0,190.64616913
2020-02-03 00:45:00+00:00,9398.58940807,31375914261.0,191.21434303
2020-02-03 01:00:00+00:00,9394.60285237,31217483875.0,191.11854229
2020-02-03 01:15:00+00:00,9401.12209941,31247068692.0,191.220674573
2020-02-03 01:30:00+00:00,9532.60465945,32270339065.0,193.33357795
2020-02-03 01:45:00+00:00,9533.5956679,32550735865.0,192.76146268
2020-02-03 02:00:00+00:00,9391.48512138,32565404745.0,190.30263504
2020-02-03 02:15:00+00:00,9412.07794263,32671971230.0,190.82661889
2020-02-03 02:30:00+00:00,9411.02652999,32701293946.0,191.311435094
2020-02-03 02:45:00+00:00,9393.86775311,32707434587.0,190.66088029
2020-02-03 03:00:00+00:00,9383.4454942,32642577983.0,190.28000409
2020-02-03 03:15:00+00:00,9370.66949561,32714865205.0,190.130045546
2020-02-03 03:30:00+00:00,9374.00502235,32803160161.0,190.44387132
2020-02-03 03:45:00+00:00,9382.14225102,32897318125.0,190.83733075
2020-02-03 04:00:00+00:00,9387.72956386,32390753535.0,191.09068541
2020-02-03 04:15:00+00:00,9384.47388192,32173189945.0,190.58291154
2020-02-03 04:30:00+00:00,9403.30144739,32111777119.0,191.18027387
2020-02-03 04:45:00+00:00,9386.99196285,32029136918.0,191.19020601
2020-02-03 05:00:00+00:00,9402.70396068,31790588392.0,191.15455089
2020-02-03 05:15:00+00:00,9408.68080888,31816121885.0,191.369528131
2020-02-03 05:30:00+00:00,9409.50777447,31794274719.0,191.13521671
2020-02-03 05:45:00+00:00,9401.99807714,31768035777.0,190.71061791
2020-02-03 06:00:00+00:00,9390.67747369,31602704478.0,190.80258895
2020-02-03 06:15:00+00:00,9394.23311912,31597498099.0,191.00659654
2020-02-03 06:30:00+00:00,9395.79300687,31417583624.0,190.91756654
2020-02-03 06:45:00+00:00,9399.56443486,31291940345.0,190.97745746
2020-02-03 07:00:00+00:00,9387.80134279,31037388589.0,190.467000352
2020-02-03 07:15:00+00:00,9375.40591283,31097961931.0,190.0710036
2020-02-03 07:30:00+00:00,9374.0252156,31118726893.0,190.45497618
2020-02-03 07:45:00+00:00,9376.40668316,31175260484.0,190.29275241
2020-02-03 08:00:00+00:00,9364.42962196,30944624516.0,190.0321543
2020-02-03 08:15:00+00:00,9382.50928965,31045983794.0,190.068558698
2020-02-03 08:30:00+00:00,9379.39191626,31082507898.0,190.10799663
2020-02-03 08:45:00+00:00,9369.81838937,31061693061.0,189.87602279
2020-02-03 09:00:00+00:00,9364.58757024,30945736264.0,189.84003183
2020-02-03 09:15:00+00:00,9361.60963807,31014203447.0,189.391703497
2020-02-03 09:30:00+00:00,9363.8300302,31093521553.0,189.74354754
2020-02-03 09:45:00+00:00,9354.27074157,31100997186.0,189.27606841
2020-02-03 10:00:00+00:00,9347.45847493,30871328131.0,188.97471132
2020-02-03 10:15:00+00:00,9328.23785367,30739085220.0,188.38454663
2020-02-03 10:30:00+00:00,9331.69355589,30679192722.0,188.963075
2020-02-03 10:45:00+00:00,9323.89615817,30654450949.0,188.33456053
2020-02-03 11:00:00+00:00,9343.21612933,30646652866.0,188.9791739
2020-02-03 11:15:00+00:00,9338.65611178,30734561793.0,189.41358014
2020-02-03 11:30:00+00:00,9358.01322107,30873004700.0,190.0484865
2020-02-03 11:45:00+00:00,9349.66107732,30918693483.0,190.14621113
2020-02-03 12:00:00+00:00,9349.21761198,30644867746.0,189.69345405
2020-02-03 12:15:00+00:00,9353.37855797,30558564777.0,190.53103238
2020-02-03 12:30:00+00:00,9357.02538731,30425579007.0,190.43057361
2020-02-03 12:45:00+00:00,9351.28369355,30393557012.0,190.44426261
2020-02-03 13:00:00+00:00,9345.21844797,30159289233.0,190.2064732
2020-02-03 13:15:00+00:00,9336.63379833,30119204921.0,189.58083716
2020-02-03 13:30:00+00:00,9322.94948489,30159340197.0,188.841164666
2020-02-03 13:45:00+00:00,9324.63295649,30240691713.0,189.24983668
2020-02-03 14:00:00+00:00,9321.36149399,30125445516.0,188.884084107
