Date,Price,volume
2019-03-11 00:00:00+00:00,3944.67229059,9626840899.0
2019-03-11 00:15:00+00:00,3954.84388917,9662585865.0
2019-03-11 00:30:00+00:00,3952.91484503,9671362564.0
2019-03-11 00:45:00+00:00,3951.11663256,9670948380.0
2019-03-11 01:00:00+00:00,3956.30892785,9585240269.0
2019-03-11 01:15:00+00:00,3955.58778822,9587078775.0
2019-03-11 01:30:00+00:00,3959.82907418,9610345903.0
2019-03-11 01:45:00+00:00,3957.45543265,9617137372.0
2019-03-11 02:00:00+00:00,3956.08842861,9541761182.0
2019-03-11 02:15:00+00:00,3963.85029698,9583958277.0
2019-03-11 02:30:00+00:00,3955.57884294,9582595179.0
2019-03-11 02:45:00+00:00,3960.11350516,9605177167.0
2019-03-11 03:00:00+00:00,3958.27289329,9548530426.0
2019-03-11 03:15:00+00:00,3960.87572038,9557440476.0
2019-03-11 03:30:00+00:00,3959.49713876,9566729192.0
2019-03-11 03:45:00+00:00,3962.54277812,9591946969.0
2019-03-11 04:00:00+00:00,3961.83100822,9536258128.0
2019-03-11 04:15:00+00:00,3962.07174388,9557067550.0
2019-03-11 04:30:00+00:00,3958.45171954,9584037757.0
2019-03-11 04:45:00+00:00,3954.18110927,9596868228.0
2019-03-11 05:00:00+00:00,3939.00687448,9534751287.0
2019-03-11 05:15:00+00:00,3950.90322273,9610309149.0
2019-03-11 05:30:00+00:00,3947.23248223,9630775966.0
2019-03-11 05:45:00+00:00,3939.29754577,9656136865.0
2019-03-11 06:00:00+00:00,3929.56483571,9660864429.0
2019-03-11 06:15:00+00:00,3928.96447828,9690770870.0
2019-03-11 06:30:00+00:00,3931.00550076,9733166613.0
2019-03-11 06:45:00+00:00,3931.82269734,9768067204.0
2019-03-11 07:00:00+00:00,3935.47128301,9736268393.0
2019-03-11 07:15:00+00:00,3937.23305403,9718228694.0
2019-03-11 07:30:00+00:00,3927.48191341,9737290602.0
2019-03-11 07:45:00+00:00,3927.26595644,9716016947.0
2019-03-11 08:00:00+00:00,3931.67621094,9689578882.0
2019-03-11 08:15:00+00:00,3932.79693263,9702524519.0
2019-03-11 08:30:00+00:00,3932.1854962,9709315645.0
2019-03-11 08:45:00+00:00,3933.93214279,9714520035.0
2019-03-11 09:00:00+00:00,3921.84104047,9648659841.0
2019-03-11 09:15:00+00:00,3932.09589021,9690669644.0
2019-03-11 09:30:00+00:00,3927.75247659,9666071465.0
2019-03-11 09:45:00+00:00,3933.63686682,9710593172.0
2019-03-11 10:00:00+00:00,3934.42329327,9630074735.0
2019-03-11 10:15:00+00:00,3928.39823352,9655310226.0
2019-03-11 10:30:00+00:00,3930.27556027,9694720715.0
2019-03-11 10:45:00+00:00,3923.49079246,9679384021.0
2019-03-11 11:00:00+00:00,3925.49266184,9675431705.0
2019-03-11 11:15:00+00:00,3922.13860605,9690689083.0
2019-03-11 11:30:00+00:00,3923.71564553,9722546167.0
2019-03-11 11:45:00+00:00,3915.08230723,9730574699.0
2019-03-11 12:00:00+00:00,3904.57262649,9734479497.0
2019-03-11 12:15:00+00:00,3906.38570326,9770992528.0
2019-03-11 12:30:00+00:00,3899.8239854,9780658820.0
2019-03-11 12:45:00+00:00,3891.0962982,9792063599.0
2019-03-11 13:00:00+00:00,3893.15640564,9740198333.0
2019-03-11 13:15:00+00:00,3905.56121255,9813201706.0
2019-03-11 13:30:00+00:00,3905.77085115,9836302134.0
2019-03-11 13:45:00+00:00,3910.73478939,9884755016.0
2019-03-11 14:00:00+00:00,3901.86240166,9820087992.0
2019-03-11 14:15:00+00:00,3898.76032159,9846394974.0
2019-03-11 14:30:00+00:00,3901.64878416,9894963197.0
2019-03-11 14:45:00+00:00,3899.35863692,9943036941.0
2019-03-11 15:00:00+00:00,3894.92290242,9877844988.0
2019-03-11 15:15:00+00:00,3892.13708968,9906376055.0
2019-03-11 15:30:00+00:00,3894.51960259,9937341295.0
2019-03-11 15:45:00+00:00,3889.6621363,9939907441.0
