Date,Price,volume,price_eth
2021-03-15 00:00:00+00:00,59396.90304975,44600152432.0,1861.39653449
2021-03-15 00:15:00+00:00,59763.85505203,44984307785.0,1875.78161906
2021-03-15 00:30:00+00:00,59682.66222249,45003621572.0,1875.54949248
2021-03-15 00:45:00+00:00,59578.00640777,45170171230.0,1872.59648297
2021-03-15 01:00:00+00:00,59469.73697753,44951514936.0,1870.52981165
2021-03-15 01:15:00+00:00,59972.65460127,45328423923.0,1884.88506708
2021-03-15 01:30:00+00:00,60181.53182269,45515965390.0,1886.48445162
2021-03-15 01:45:00+00:00,60023.28631659,45554372392.0,1881.84798686
2021-03-15 02:00:00+00:00,60200.18876731,44671325832.0,1886.99175241
2021-03-15 02:15:00+00:00,60121.81979524,44878573968.0,1884.10404148
2021-03-15 02:30:00+00:00,60245.45852037,44997684821.0,1887.19470173
2021-03-15 02:45:00+00:00,60133.08567909,44968739298.0,1885.57468055
2021-03-15 03:00:00+00:00,60151.32703857,44721421291.0,1886.00848526
2021-03-15 03:15:00+00:00,60205.3307164,44768453496.0,1886.34933777
2021-03-15 03:30:00+00:00,60262.18149444,44739156068.0,1884.78948797
2021-03-15 03:45:00+00:00,60360.10617689,44956446719.0,1884.68219354
2021-03-15 04:00:00+00:00,60509.67947658,44776431599.0,1888.67013975
2021-03-15 04:15:00+00:00,60355.06617552,44759516548.0,1880.83841329
2021-03-15 04:30:00+00:00,60127.06390839,45627216699.0,1868.89825556
2021-03-15 04:45:00+00:00,59807.10204072,45721142669.0,1860.80061977
2021-03-15 05:00:00+00:00,59666.06319252,45667837142.0,1858.60414326
2021-03-15 05:15:00+00:00,59698.84758694,45637462052.0,1855.79794619
2021-03-15 05:30:00+00:00,59451.37851026,44994701823.0,1853.4704418
2021-03-15 05:45:00+00:00,59150.91121025,45122566979.0,1844.80276217
2021-03-15 06:00:00+00:00,59221.3437578,45434670400.0,1846.98068495
2021-03-15 06:15:00+00:00,59143.42212321,45711072793.0,1835.48809623
2021-03-15 06:30:00+00:00,58686.62104,46102676417.0,1808.10380888
2021-03-15 06:45:00+00:00,58656.90400599,46618678254.0,1809.68379675
2021-03-15 07:00:00+00:00,58145.4545065,47595399444.0,1803.24447753
2021-03-15 07:15:00+00:00,57648.17485291,48676997599.0,1789.00870577
