Date,Price,volume,price_eth
2019-09-30 00:00:00+00:00,8091.85265881,12902638115.0,170.347914
2019-09-30 00:15:00+00:00,8095.28690098,12906856295.0,170.283261918
2019-09-30 00:30:00+00:00,8075.81519199,12933755151.0,170.383945202
2019-09-30 00:45:00+00:00,8074.23015041,12949604439.0,170.622636119
2019-09-30 01:00:00+00:00,8056.81448323,12866884794.0,169.931448896
2019-09-30 01:15:00+00:00,8047.30488306,12888697870.0,169.694979986
2019-09-30 01:30:00+00:00,8050.89346109,12922910987.0,169.960623269
2019-09-30 01:45:00+00:00,8062.14045954,12962850633.0,170.219404856
2019-09-30 02:00:00+00:00,8065.56203484,12924157699.0,170.20455355
2019-09-30 02:15:00+00:00,8061.57508508,12949113916.0,170.311179624
2019-09-30 02:30:00+00:00,8046.21073658,13002116968.0,169.979097418
2019-09-30 02:45:00+00:00,8032.16610029,12983588528.0,169.246446288
2019-09-30 03:00:00+00:00,8034.13332122,12906810851.0,168.937787122
2019-09-30 03:15:00+00:00,8027.09896905,12946212853.0,169.186065531
2019-09-30 03:30:00+00:00,8025.89420164,12972714474.0,169.088621603
2019-09-30 03:45:00+00:00,8024.14002858,12974745756.0,169.117503784
2019-09-30 04:00:00+00:00,8010.84853575,12907435698.0,168.991220633
2019-09-30 04:15:00+00:00,7931.20226742,13166565030.0,168.308049548
2019-09-30 04:30:00+00:00,7903.187981,13300964595.0,167.927467018
2019-09-30 04:45:00+00:00,7875.99215135,13568216242.0,167.552566999
2019-09-30 05:00:00+00:00,7891.83822392,13671110106.0,168.063087684
2019-09-30 05:15:00+00:00,7895.59259243,13762541931.0,168.287188323
2019-09-30 05:30:00+00:00,7871.04465107,13816152745.0,167.83864173
2019-09-30 05:45:00+00:00,7862.46981201,13933130603.0,167.752669428
2019-09-30 06:00:00+00:00,7860.14234156,13849341719.0,167.527854344
2019-09-30 06:15:00+00:00,7862.2145918,13914820807.0,167.620109746
2019-09-30 06:30:00+00:00,7854.38274542,13991763088.0,167.630845684
2019-09-30 06:45:00+00:00,7832.47235382,14082939229.0,167.220355598
2019-09-30 07:00:00+00:00,7838.44015322,14015825217.0,167.099583991
2019-09-30 07:15:00+00:00,7842.27722399,14010278630.0,167.586791434
2019-09-30 07:30:00+00:00,7871.43294632,14094054654.0,168.191273309
2019-09-30 07:45:00+00:00,7876.91825416,14191440732.0,168.322257614
2019-09-30 08:00:00+00:00,7869.522674,14138264385.0,168.345463855
2019-09-30 08:15:00+00:00,7904.8746297,14324071179.0,168.80123338
2019-09-30 08:30:00+00:00,7907.84451399,14407399301.0,168.795717698
2019-09-30 08:45:00+00:00,7913.87990571,14464167701.0,168.833432655
2019-09-30 09:00:00+00:00,7912.26057806,14426109568.0,169.003381834
2019-09-30 09:15:00+00:00,7918.64698537,14497242766.0,169.580327545
2019-09-30 09:30:00+00:00,7952.19162616,14717095744.0,170.558635942
2019-09-30 09:45:00+00:00,8018.40530899,15032891481.0,172.921142973
2019-09-30 10:00:00+00:00,8075.67214864,15247558561.0,173.770226407
2019-09-30 10:15:00+00:00,8081.64244039,15326969868.0,173.360967406
2019-09-30 10:30:00+00:00,8066.15621156,15364715166.0,172.925215277
2019-09-30 10:45:00+00:00,8069.08457107,15421431801.0,172.822374503
2019-09-30 11:00:00+00:00,8068.51016585,15389946793.0,173.473081852
2019-09-30 11:15:00+00:00,8095.4776424,15514550861.0,173.531991818
2019-09-30 11:30:00+00:00,8079.16909947,15580520065.0,173.51282331
2019-09-30 11:45:00+00:00,8072.59769992,15617205847.0,173.651507594
2019-09-30 12:00:00+00:00,8071.0703352,15497414112.0,173.891170482
2019-09-30 12:15:00+00:00,8074.58010285,15447592905.0,174.002726545
2019-09-30 12:30:00+00:00,8055.45258834,15342714396.0,173.168469425
2019-09-30 12:45:00+00:00,8053.28730121,15289272552.0,172.984787322
2019-09-30 13:00:00+00:00,8063.91553929,15210922776.0,173.246302154
2019-09-30 13:15:00+00:00,8100.34185088,15299013134.0,173.70021015
2019-09-30 13:30:00+00:00,8149.64409062,15613741027.0,174.291696431
2019-09-30 13:45:00+00:00,8149.60196414,15705237332.0,175.389602032
2019-09-30 14:00:00+00:00,8156.43684201,15668322930.0,175.253982829
2019-09-30 14:15:00+00:00,8174.90012014,15763700204.0,175.05754694
2019-09-30 14:30:00+00:00,8169.16051262,15823172782.0,174.946523636
2019-09-30 14:45:00+00:00,8213.18013353,16036265132.0,176.668429791
2019-09-30 15:00:00+00:00,8284.79765761,16237943072.0,178.108568502
2019-09-30 15:15:00+00:00,8278.7159148,16411450724.0,177.886382353
2019-09-30 15:30:00+00:00,8278.02617158,16453279282.0,177.565382137
2019-09-30 15:45:00+00:00,8271.2745011,16589825741.0,177.92167528
2019-09-30 16:00:00+00:00,8279.46453447,16687836775.0,178.087873997
2019-09-30 16:15:00+00:00,8268.10658872,16664158007.0,177.958706576
2019-09-30 16:30:00+00:00,8267.53597043,16743517134.0,177.618522909
2019-09-30 16:45:00+00:00,8279.35542634,16811056194.0,178.442496097
2019-09-30 17:00:00+00:00,8272.26970961,16813887772.0,178.13534904
2019-09-30 17:15:00+00:00,8273.02083269,16893802911.0,178.373467098
2019-09-30 17:30:00+00:00,8243.63266654,16899848116.0,177.549430242
2019-09-30 17:45:00+00:00,8262.02109748,16970767346.0,177.673754533
2019-09-30 18:00:00+00:00,8289.87979839,17005070688.0,178.28041213
2019-09-30 18:15:00+00:00,8306.38391263,17092722603.0,178.574645285
2019-09-30 18:30:00+00:00,8293.69254133,17141460307.0,178.457579668
2019-09-30 18:45:00+00:00,8292.62300889,17145225529.0,178.120162824
2019-09-30 19:00:00+00:00,8276.11755906,17008116458.0,178.166721749
2019-09-30 19:15:00+00:00,8291.41683051,17028807796.0,178.100613686
2019-09-30 19:30:00+00:00,8286.23770256,17033083983.0,177.984053859
2019-09-30 19:45:00+00:00,8294.41418181,17054930438.0,178.038273474
2019-09-30 20:00:00+00:00,8263.37521056,16977932236.0,177.6691105
2019-09-30 20:15:00+00:00,8246.9633448,17026498035.0,177.081211576
2019-09-30 20:30:00+00:00,8260.88701646,17120952348.0,177.162481825
2019-09-30 20:45:00+00:00,8244.77757288,17123022565.0,176.917476183
2019-09-30 21:00:00+00:00,8256.34140735,17061430769.0,177.524916826
2019-09-30 21:15:00+00:00,8239.36170794,17015532254.0,177.243943327
2019-09-30 21:30:00+00:00,8210.92172272,16938206202.0,176.827694036
2019-09-30 21:45:00+00:00,8255.33002359,17076696800.0,177.177014724
2019-09-30 22:00:00+00:00,8282.9824708,17011802901.0,178.521622678
2019-09-30 22:15:00+00:00,8273.20953188,17033090525.0,178.101526146
2019-09-30 22:30:00+00:00,8256.81623385,16954488519.0,177.954745697
2019-09-30 22:45:00+00:00,8253.43362878,16966981520.0,177.582499835
2019-09-30 23:00:00+00:00,8262.11008338,16941183680.0,178.048451118
2019-09-30 23:15:00+00:00,8264.35879185,16971043150.0,178.255243004
2019-09-30 23:30:00+00:00,8288.36971799,17045357363.0,179.340305942
2019-09-30 23:45:00+00:00,8293.86774062,17115474183.0,179.872201473
2019-10-01 00:00:00+00:00,8278.22009755,17143722401.0,180.152753358
2019-10-01 00:15:00+00:00,8260.77061303,17148186253.0,180.087747058
2019-10-01 00:30:00+00:00,8250.80245207,17155372268.0,179.653524282
2019-10-01 00:45:00+00:00,8242.04547162,17176073084.0,179.29048275
2019-10-01 01:00:00+00:00,8237.05630638,17114038202.0,178.966428517
2019-10-01 01:15:00+00:00,8251.51814465,17190936813.0,179.566356509
2019-10-01 01:30:00+00:00,8266.31514944,17264195266.0,179.776305201
2019-10-01 01:45:00+00:00,8287.35272304,17387720284.0,181.295840179
2019-10-01 02:00:00+00:00,8326.23172765,17454143940.0,182.776846126
2019-10-01 02:15:00+00:00,8381.41018632,17787246753.0,182.942816767
2019-10-01 02:30:00+00:00,8389.05213241,17856639090.0,183.053513565
2019-10-01 02:45:00+00:00,8410.44537784,17960674566.0,183.460578368
2019-10-01 03:00:00+00:00,8465.5659034,18121959170.0,184.425989132
2019-10-01 03:15:00+00:00,8467.91577546,18272023280.0,184.33949924
2019-10-01 03:30:00+00:00,8459.35308902,18303781364.0,183.603206372
2019-10-01 03:45:00+00:00,8441.69757892,18367551727.0,182.956106327
2019-10-01 04:00:00+00:00,8445.14011224,17603340953.0,183.066262691
2019-10-01 04:15:00+00:00,8451.45699821,17420824537.0,183.470308589
2019-10-01 04:30:00+00:00,8464.58211246,17387048572.0,183.283380217
2019-10-01 04:45:00+00:00,8454.53107255,17244508114.0,182.857359815
2019-10-01 05:00:00+00:00,8464.42932915,16981814315.0,183.218766917
2019-10-01 05:15:00+00:00,8459.60783122,17025716706.0,182.871988186
2019-10-01 05:30:00+00:00,8455.08205178,17031579752.0,182.391211205
2019-10-01 05:45:00+00:00,8454.76459753,17005767391.0,182.609917506
2019-10-01 06:00:00+00:00,8452.05832047,16870608869.0,181.975465982
2019-10-01 06:15:00+00:00,8439.06016679,16886544322.0,182.192660645
2019-10-01 06:30:00+00:00,8416.55850392,16840568389.0,181.798233087
