Date,Price,volume
2023-02-20 00:00:00+00:00,24381.41971958665,25824975924.0
2023-02-20 00:15:00+00:00,24372.54902723802,25921697126.0
2023-02-20 00:30:00+00:00,24349.812875583902,25956775200.0
2023-02-20 00:45:00+00:00,24247.02082385714,26092637822.0
2023-02-20 01:00:00+00:00,24038.69261267279,26304766759.0
2023-02-20 01:15:00+00:00,24022.969673727934,26901228237.0
2023-02-20 01:30:00+00:00,24137.39916603568,27180748620.0
2023-02-20 01:45:00+00:00,24238.201292656184,27535664748.0
2023-02-20 02:00:00+00:00,24280.780930409925,27662397021.0
2023-02-20 02:15:00+00:00,24299.252954727574,27930082063.0
2023-02-20 02:30:00+00:00,24300.71688571117,27997177699.0
2023-02-20 02:45:00+00:00,24356.35106839175,28158257737.0
2023-02-20 03:00:00+00:00,24342.046901124377,28207462047.0
2023-02-20 03:15:00+00:00,24372.228121957058,28305632851.0
2023-02-20 03:30:00+00:00,24415.54819313932,28536666882.0
2023-02-20 03:45:00+00:00,24428.124829839093,28636096772.0
2023-02-20 04:00:00+00:00,24459.014209545618,28666495297.0
2023-02-20 04:15:00+00:00,24481.09152446992,28939196967.0
2023-02-20 04:30:00+00:00,24489.43839770812,29001308750.0
2023-02-20 04:45:00+00:00,24508.47254107509,29056616049.0
2023-02-20 05:00:00+00:00,24472.1695071992,28960273580.0
2023-02-20 05:15:00+00:00,24451.69271012309,28832865901.0
2023-02-20 05:30:00+00:00,24477.10919247519,28788200375.0
2023-02-20 05:45:00+00:00,24476.654115295514,28721738664.0
2023-02-20 06:00:00+00:00,24521.999775671065,28709074542.0
2023-02-20 06:15:00+00:00,24468.063126360616,28698851168.0
2023-02-20 06:30:00+00:00,24459.010016556636,28609040745.0
2023-02-20 06:45:00+00:00,24505.501475499077,28602913725.0
2023-02-20 07:00:00+00:00,24522.184904262733,28510587364.0
2023-02-20 07:15:00+00:00,24477.279507676736,28540005001.0
2023-02-20 07:30:00+00:00,24521.727937916123,28577477665.0
2023-02-20 07:45:00+00:00,24526.539346692985,28581660260.0
2023-02-20 08:00:00+00:00,24519.162743668312,28543903091.0
2023-02-20 08:15:00+00:00,24497.732312395725,28666346720.0
2023-02-20 08:30:00+00:00,24456.53246596922,28755733960.0
2023-02-20 08:45:00+00:00,24466.36103370603,28832907419.0
2023-02-20 09:00:00+00:00,24467.839683677263,28843722656.0
2023-02-20 09:15:00+00:00,24507.095248737503,29010742724.0
2023-02-20 09:30:00+00:00,24646.898380360337,29309598528.0
2023-02-20 09:45:00+00:00,24870.985197675094,30110625068.0
2023-02-20 10:00:00+00:00,24918.133322353777,30589050159.0
2023-02-20 10:15:00+00:00,24861.253360556533,30927828131.0
2023-02-20 10:30:00+00:00,24865.269603568417,31323092321.0
2023-02-20 10:45:00+00:00,24892.21745100988,31494444604.0
2023-02-20 11:00:00+00:00,24890.478809541622,31578898546.0
2023-02-20 11:15:00+00:00,24870.76445823505,31691869063.0
2023-02-20 11:30:00+00:00,24857.678814972467,32007561036.0
2023-02-20 11:45:00+00:00,24897.332357556348,32303567312.0
2023-02-20 12:00:00+00:00,24866.711880302013,32382301252.0
2023-02-20 12:15:00+00:00,24828.664762134496,32495034036.0
2023-02-20 12:30:00+00:00,24803.58566479903,32656141135.0
2023-02-20 12:45:00+00:00,24796.396780301264,32875572636.0
2023-02-20 13:00:00+00:00,24846.294408861027,32906150968.0
2023-02-20 13:15:00+00:00,24862.24602094935,33056378625.0
2023-02-20 13:30:00+00:00,24860.63723649553,33197323242.0
2023-02-20 13:45:00+00:00,24867.287135870243,33288488452.0
2023-02-20 14:00:00+00:00,24884.86714009055,33279547242.0
2023-02-20 14:15:00+00:00,24912.4014501091,33475951119.0
2023-02-20 14:30:00+00:00,25000.784580085543,33881444234.0
2023-02-20 14:45:00+00:00,24956.92100582541,34375671426.0
2023-02-20 15:00:00+00:00,24968.07654763673,34505116474.0
2023-02-20 15:15:00+00:00,24928.80032168424,34072893105.0
2023-02-20 15:30:00+00:00,24970.7094978104,33930628048.0
2023-02-20 15:45:00+00:00,24951.45807753305,33815532220.0
2023-02-20 16:00:00+00:00,24863.423221827317,33487967236.0
2023-02-20 16:15:00+00:00,24779.61430682581,33106427894.0
2023-02-20 16:30:00+00:00,24791.132290335387,32964505975.0
2023-02-20 16:45:00+00:00,24895.0704635543,32770097457.0
2023-02-20 17:00:00+00:00,24847.507510464027,31937597781.0
2023-02-20 17:15:00+00:00,24827.41085926567,31617471710.0
2023-02-20 17:30:00+00:00,24877.11908191868,31538248241.0
2023-02-20 17:45:00+00:00,24842.01357262196,31392672750.0
2023-02-20 18:00:00+00:00,24808.349756428852,30822704590.0
2023-02-20 18:15:00+00:00,24800.400250210037,30674034254.0
