Date,Price,volume
2019-01-07 00:00:00+00:00,4090.65373644,5579890102.0
2019-01-07 00:15:00+00:00,4090.10091299,5587687746.0
2019-01-07 00:30:00+00:00,4090.75383556,5602187915.0
2019-01-07 00:45:00+00:00,4088.91265167,5631028928.0
2019-01-07 01:00:00+00:00,4079.29875876,5570430181.0
2019-01-07 01:15:00+00:00,4067.36362657,5584451737.0
2019-01-07 01:30:00+00:00,4064.71132407,5597488275.0
2019-01-07 01:45:00+00:00,4069.10793481,5611745731.0
2019-01-07 02:00:00+00:00,4067.33634441,5543860634.0
2019-01-07 02:15:00+00:00,4063.57748961,5555830700.0
2019-01-07 02:30:00+00:00,4065.897083,5577012284.0
2019-01-07 02:45:00+00:00,4061.46622049,5586727322.0
2019-01-07 03:00:00+00:00,4071.45382574,5412415551.0
2019-01-07 03:15:00+00:00,4070.43305713,5430821062.0
2019-01-07 03:30:00+00:00,4069.62623147,5440161341.0
2019-01-07 03:45:00+00:00,4071.49042253,5456076436.0
2019-01-07 04:00:00+00:00,4071.57592556,5431257865.0
2019-01-07 04:15:00+00:00,4066.6336615,5449647138.0
2019-01-07 04:30:00+00:00,4067.77516493,5486151251.0
2019-01-07 04:45:00+00:00,4067.05797073,5519476756.0
2019-01-07 05:00:00+00:00,4058.78596857,5494805433.0
2019-01-07 05:15:00+00:00,4066.8493824,5518544358.0
2019-01-07 05:30:00+00:00,4067.84155257,5544045089.0
2019-01-07 05:45:00+00:00,4072.48482075,5560560567.0
2019-01-07 06:00:00+00:00,4066.4661269,5530526357.0
2019-01-07 06:15:00+00:00,4066.49189318,5559585692.0
2019-01-07 06:30:00+00:00,4073.99555395,5601737082.0
2019-01-07 06:45:00+00:00,4066.75463196,5608697045.0
2019-01-07 07:00:00+00:00,4069.69183316,5588109420.0
2019-01-07 07:15:00+00:00,4069.22595312,5593943818.0
2019-01-07 07:30:00+00:00,4068.97486792,5610164151.0
2019-01-07 07:45:00+00:00,4070.02890512,5637350048.0
2019-01-07 08:00:00+00:00,4075.30156368,5645100118.0
2019-01-07 08:15:00+00:00,4071.59559279,5651613053.0
2019-01-07 08:30:00+00:00,4076.08093048,5676342295.0
2019-01-07 08:45:00+00:00,4079.18392716,5695046118.0
2019-01-07 09:00:00+00:00,4078.40651484,5668220516.0
2019-01-07 09:15:00+00:00,4042.70068702,5690647140.0
2019-01-07 09:30:00+00:00,4042.3414049,5709883702.0
2019-01-07 09:45:00+00:00,4027.35140683,5730979805.0
2019-01-07 10:00:00+00:00,4047.98240679,5776207254.0
2019-01-07 10:15:00+00:00,4040.67167657,5772472156.0
2019-01-07 10:30:00+00:00,4036.85518578,5767971484.0
2019-01-07 10:45:00+00:00,4032.79003553,5758046387.0
2019-01-07 11:00:00+00:00,4022.81242486,5691439725.0
2019-01-07 11:15:00+00:00,4027.48595596,5689050195.0
2019-01-07 11:30:00+00:00,4030.57514576,5701525331.0
2019-01-07 11:45:00+00:00,4031.55259219,5712971349.0
2019-01-07 12:00:00+00:00,4034.76114354,5681101150.0
2019-01-07 12:15:00+00:00,4034.13101161,5694870090.0
2019-01-07 12:30:00+00:00,4032.70800551,5701492805.0
2019-01-07 12:45:00+00:00,4030.0578201,5698559891.0
2019-01-07 13:00:00+00:00,4025.56593161,5674364112.0
2019-01-07 13:15:00+00:00,4026.93068244,5695735998.0
2019-01-07 13:30:00+00:00,4033.95898573,5704724226.0
2019-01-07 13:45:00+00:00,4035.59633475,5725752661.0
2019-01-07 14:00:00+00:00,4036.1905553,5714950507.0
2019-01-07 14:15:00+00:00,4038.63144683,5742396509.0
2019-01-07 14:30:00+00:00,4042.86896661,5770337591.0
2019-01-07 14:45:00+00:00,4045.93186921,5795074085.0
2019-01-07 15:00:00+00:00,4043.50217811,5753276202.0
2019-01-07 15:15:00+00:00,4046.32583843,5754107799.0
2019-01-07 15:30:00+00:00,4035.0720636,5756191788.0
2019-01-07 15:45:00+00:00,4030.83156532,5768962703.0
2019-01-07 16:00:00+00:00,4029.89474857,5759648242.0
2019-01-07 16:15:00+00:00,4035.12014362,5779984431.0
2019-01-07 16:30:00+00:00,4034.44144051,5792670906.0
2019-01-07 16:45:00+00:00,4038.26411389,5815592389.0
2019-01-07 17:00:00+00:00,4035.90368658,5758144435.0
2019-01-07 17:15:00+00:00,4039.95687939,5618809961.0
2019-01-07 17:30:00+00:00,4040.83963305,5567706039.0
2019-01-07 17:45:00+00:00,4038.40019402,5510171550.0
2019-01-07 18:00:00+00:00,4046.04603419,5452281361.0
2019-01-07 18:15:00+00:00,4045.30502534,5459526413.0
2019-01-07 18:30:00+00:00,4049.85213538,5460495461.0
2019-01-07 18:45:00+00:00,4039.84781467,5449083695.0
2019-01-07 19:00:00+00:00,4046.16890086,5401530159.0
2019-01-07 19:15:00+00:00,4045.86958543,5394338713.0
2019-01-07 19:30:00+00:00,4041.16522309,5438485662.0
2019-01-07 19:45:00+00:00,4045.69835312,5450972162.0
2019-01-07 20:00:00+00:00,4044.97765614,5410888382.0
2019-01-07 20:15:00+00:00,4045.96261215,5423488309.0
2019-01-07 20:30:00+00:00,4039.59047264,5415897496.0
2019-01-07 20:45:00+00:00,4032.24457764,5404888586.0
2019-01-07 21:00:00+00:00,4038.32962787,5311533833.0
2019-01-07 21:15:00+00:00,4035.11362704,5301925443.0
2019-01-07 21:30:00+00:00,4037.05105438,5294284975.0
2019-01-07 21:45:00+00:00,4032.35570995,5287886122.0
2019-01-07 22:00:00+00:00,4033.44034303,5248236899.0
2019-01-07 22:15:00+00:00,4027.55506398,5253180974.0
2019-01-07 22:30:00+00:00,4027.62659904,5269551153.0
2019-01-07 22:45:00+00:00,4024.23977457,5278629432.0
2019-01-07 23:00:00+00:00,4025.20770674,5237148712.0
2019-01-07 23:15:00+00:00,4026.74106702,5232998425.0
2019-01-07 23:30:00+00:00,4027.23985982,5231645866.0
2019-01-07 23:45:00+00:00,4025.24828708,5228625637.0
2019-01-08 00:00:00+00:00,4034.16459592,5198992153.0
2019-01-08 00:15:00+00:00,4033.15110785,5198488451.0
2019-01-08 00:30:00+00:00,4036.3965298,5208955258.0
2019-01-08 00:45:00+00:00,4039.99623663,5218904702.0
2019-01-08 01:00:00+00:00,4030.70571097,5176111741.0
2019-01-08 01:15:00+00:00,4029.69186652,5164867223.0
2019-01-08 01:30:00+00:00,4022.63838193,5156132046.0
2019-01-08 01:45:00+00:00,4025.36764513,5162443531.0
2019-01-08 02:00:00+00:00,4017.2066827,5154170340.0
2019-01-08 02:15:00+00:00,4001.62700966,5174231359.0
2019-01-08 02:30:00+00:00,4005.76663853,5183689128.0
2019-01-08 02:45:00+00:00,4006.40706384,5199537718.0
2019-01-08 03:00:00+00:00,4010.55648457,5177046668.0
2019-01-08 03:15:00+00:00,4005.26403708,4924292782.0
2019-01-08 03:30:00+00:00,4006.97790874,4949556246.0
2019-01-08 03:45:00+00:00,4000.65208247,4978497898.0
2019-01-08 04:00:00+00:00,4001.40105853,4955207422.0
2019-01-08 04:15:00+00:00,4001.40277712,4963233151.0
2019-01-08 04:30:00+00:00,4000.58033883,4979509337.0
2019-01-08 04:45:00+00:00,4003.37139329,4994971360.0
2019-01-08 05:00:00+00:00,3999.65876807,4895630652.0
2019-01-08 05:15:00+00:00,4003.34576457,4931591089.0
2019-01-08 05:30:00+00:00,4000.57034079,4939027420.0
2019-01-08 05:45:00+00:00,4001.85898279,4939253800.0
2019-01-08 06:00:00+00:00,3997.06990346,4907834345.0
2019-01-08 06:15:00+00:00,4002.12727592,4904864189.0
2019-01-08 06:30:00+00:00,4001.58088358,4913527259.0
2019-01-08 06:45:00+00:00,4009.33455151,4951277743.0
2019-01-08 07:00:00+00:00,4014.58171692,4946117474.0
2019-01-08 07:15:00+00:00,4016.56290085,4964932172.0
2019-01-08 07:30:00+00:00,4014.1061682,4961469417.0
2019-01-08 07:45:00+00:00,4006.39951439,4962792506.0
2019-01-08 08:00:00+00:00,4010.92394761,4924084395.0
2019-01-08 08:15:00+00:00,4010.72255946,4940610834.0
2019-01-08 08:30:00+00:00,4017.52774557,4976845904.0
2019-01-08 08:45:00+00:00,4023.00970539,5010505677.0
2019-01-08 09:00:00+00:00,4019.19032912,4973650303.0
2019-01-08 09:15:00+00:00,4016.98811852,4931892479.0
2019-01-08 09:30:00+00:00,4023.06976354,4971222131.0
2019-01-08 09:45:00+00:00,4031.03088538,4981385506.0
2019-01-08 10:00:00+00:00,4030.69630671,4925628245.0
2019-01-08 10:15:00+00:00,4027.44625997,4942608491.0
2019-01-08 10:30:00+00:00,4031.87509496,4955067172.0
2019-01-08 10:45:00+00:00,4032.22005624,4965780574.0
2019-01-08 11:00:00+00:00,4025.93143709,4946288689.0
2019-01-08 11:15:00+00:00,4028.61847393,4973180573.0
2019-01-08 11:30:00+00:00,4034.90261433,4993297965.0
2019-01-08 11:45:00+00:00,4057.62808814,5065074978.0
2019-01-08 12:00:00+00:00,4055.21465128,5041051028.0
2019-01-08 12:15:00+00:00,4056.25967365,5064951670.0
2019-01-08 12:30:00+00:00,4055.25421379,5081399768.0
2019-01-08 12:45:00+00:00,4056.86743467,5101481195.0
2019-01-08 13:00:00+00:00,4064.92172443,5082523496.0
2019-01-08 13:15:00+00:00,4065.86472347,5099010796.0
2019-01-08 13:30:00+00:00,4077.04280336,5131678652.0
2019-01-08 13:45:00+00:00,4085.71353371,5197413618.0
2019-01-08 14:00:00+00:00,4085.80179362,5180155749.0
2019-01-08 14:15:00+00:00,4084.82924854,5196790642.0
2019-01-08 14:30:00+00:00,4091.24505352,5221897044.0
2019-01-08 14:45:00+00:00,4086.31529996,5228860964.0
2019-01-08 15:00:00+00:00,4089.92365591,5216082468.0
2019-01-08 15:15:00+00:00,4095.4574159,5257463646.0
2019-01-08 15:30:00+00:00,4108.30317428,5319585824.0
2019-01-08 15:45:00+00:00,4084.47461744,5358963735.0
2019-01-08 16:00:00+00:00,4058.45315047,5318700026.0
2019-01-08 16:15:00+00:00,4046.53014227,5336776778.0
2019-01-08 16:30:00+00:00,4048.12583562,5392072380.0
2019-01-08 16:45:00+00:00,4050.20852004,5414049426.0
2019-01-08 17:00:00+00:00,4047.61521571,5391231963.0
2019-01-08 17:15:00+00:00,4049.36644013,5384482741.0
2019-01-08 17:30:00+00:00,4050.85886752,5385200490.0
2019-01-08 17:45:00+00:00,4043.97747781,5383729221.0
2019-01-08 18:00:00+00:00,4040.1631001,5363954450.0
2019-01-08 18:15:00+00:00,4043.68943967,5371887032.0
2019-01-08 18:30:00+00:00,4048.44972507,5377900948.0
2019-01-08 18:45:00+00:00,4044.56931896,5371020238.0
2019-01-08 19:00:00+00:00,4043.88731938,5345878452.0
2019-01-08 19:15:00+00:00,4046.83711941,5358874093.0
2019-01-08 19:30:00+00:00,4048.74117637,5365057369.0
2019-01-08 19:45:00+00:00,4050.72352302,5350934053.0
2019-01-08 20:00:00+00:00,4046.15104422,5329453225.0
2019-01-08 20:15:00+00:00,4048.9728006,5332453585.0
2019-01-08 20:30:00+00:00,4048.13578585,5330259139.0
2019-01-08 20:45:00+00:00,4045.78985086,5327083141.0
2019-01-08 21:00:00+00:00,4040.41148268,5293897613.0
2019-01-08 21:15:00+00:00,4042.63510121,5301896831.0
2019-01-08 21:30:00+00:00,4046.8524957,5311533472.0
2019-01-08 21:45:00+00:00,4036.65324386,5310676870.0
2019-01-08 22:00:00+00:00,4034.27267876,5293307764.0
2019-01-08 22:15:00+00:00,4034.76350318,5289323525.0
2019-01-08 22:30:00+00:00,4039.17688505,5291691098.0
2019-01-08 22:45:00+00:00,4038.835104,5294758134.0
2019-01-08 23:00:00+00:00,4040.0474159,5261400747.0
2019-01-08 23:15:00+00:00,4035.15728912,5289772842.0
2019-01-08 23:30:00+00:00,4031.88612657,5302455428.0
2019-01-08 23:45:00+00:00,4030.84799935,5306593305.0
2019-01-09 00:00:00+00:00,4033.04041785,5280006666.0
2019-01-09 00:15:00+00:00,4038.50529864,5301658772.0
2019-01-09 00:30:00+00:00,4034.59886148,5309198990.0
2019-01-09 00:45:00+00:00,4028.53401849,5323510787.0
2019-01-09 01:00:00+00:00,4031.93471131,5314822308.0
2019-01-09 01:15:00+00:00,4036.25531351,5330313471.0
2019-01-09 01:30:00+00:00,4040.80338328,5361034367.0
2019-01-09 01:45:00+00:00,4053.80165074,5429780300.0
2019-01-09 02:00:00+00:00,4063.96984905,5411797839.0
2019-01-09 02:15:00+00:00,4058.34599444,5403824619.0
2019-01-09 02:30:00+00:00,4058.57995749,5429010398.0
2019-01-09 02:45:00+00:00,4057.43390235,5452550304.0
2019-01-09 03:00:00+00:00,4057.3981028,5433639788.0
2019-01-09 03:15:00+00:00,4059.68892335,5434961353.0
2019-01-09 03:30:00+00:00,4062.44282658,5438747254.0
2019-01-09 03:45:00+00:00,4053.52786001,5419798496.0
2019-01-09 04:00:00+00:00,4061.80977085,5401930377.0
2019-01-09 04:15:00+00:00,4059.9337153,5411840103.0
